Location Name,Amount Spent (EUR)
Baden-Württemberg,9423
Bayern,11199
Berlin,5441
Brandenburg,1207
Bremen,632
Hamburg,2461
Hessen,5871
Mecklenburg-Vorpommern,1324
Niedersachsen,7592
Nordrhein-Westfalen,16283
Rheinland-Pfalz,3792
Saarland,1268
Sachsen,2490
Saxony-Anhalt,1294
Schleswig-Holstein,2008
Thüringen,1328